Feature,TP,FP,TN,FN,Info Gain,CART Phi,p value,Chi Squared,Accuracy,Sensitivity,Specificity,Precison,Recall,F-Measure
CNGA1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CNOT8,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
COL10A1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
COL14A1,1,6,265,107,0.186173125,0.010498395,0.678273887,0.675857326,0.701846966,0.009259259,0.977859779,0.142857143,0.009259259,0.017391304
COL20A1,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
COL4A1,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
COL4A2,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
COL4A3,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
COL6A5,1,6,265,107,0.186173125,0.010498395,0.678273887,0.675857326,0.701846966,0.009259259,0.977859779,0.142857143,0.009259259,0.017391304
COL6A6,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
COL9A1,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
COLQ,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
COPB1,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
COPS2,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
COQ3,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CORO2A,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
COX5B,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CPA5,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CPA6,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
CPNE8,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CPQ,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
CPS1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CPSF2,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
CPSF6,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CPXM2,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CR2,1,6,265,107,0.186173125,0.010498395,0.678273887,0.675857326,0.701846966,0.009259259,0.977859779,0.142857143,0.009259259,0.017391304
CRADD,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CRB1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CREBL2,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
CSE1L,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CSMD1,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
CSNK1A1P1,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
CSNK1E,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CTAGE1,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
CTCFL,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
CTD-2162K18.4,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CTD-3105H18.14,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
CTDSP1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CTNND1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CTSS,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CTTNBP2NL,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CTTNBP2,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
CUBN,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
CUL4B,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
CWC27,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CXCL10,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CXCL13,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
CXCR6,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CXorf22,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
CXorf57,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
CYBB,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
CYGB,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CYLC2,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
CYP2W1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
CYP4F3,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
CYP51A1,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
CYP7A1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DBF4B,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DBI,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DCAF16,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DCAF4L2,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DCBLD1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DCC,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
DCDC2,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DCHS1,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
DCLK1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DCLK2,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DCLRE1A,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
DCST1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DCTN1,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DDN,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DDOST,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DDX20,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DDX59,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
DDX60L,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
DDX60,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DEFB119,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DENND2C,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
DENND4A,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DEPDC1B,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
DESI2,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
DGAT2,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DGCR5,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DHDDS,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
DHX35,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DIAPH2,1,8,263,107,0.187740804,0.016513391,0.455388362,0.426211597,0.696569921,0.009259259,0.970479705,0.111111111,0.009259259,0.017094017
DIDO1,1,7,264,107,0.186920589,0.013505893,0.44879899,0.537081538,0.699208443,0.009259259,0.974169742,0.125,0.009259259,0.017241379
DIP2A,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DIS3,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DIXDC1,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
DLG1,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
DMXL1,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DNAH10,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
DNAH12,1,8,263,107,0.187740804,0.016513391,0.455388362,0.426211597,0.696569921,0.009259259,0.970479705,0.111111111,0.009259259,0.017094017
DNAH3,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
DNAH6,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
DNAJB6,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
DNAJC10,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DNAJC11,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DPH3,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
DPYS,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DQX1,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DSC2,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DSC3,1,6,265,107,0.186173125,0.010498395,0.678273887,0.675857326,0.701846966,0.009259259,0.977859779,0.142857143,0.009259259,0.017391304
DSG1,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
DUSP11,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
DYNC2H1,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
EBF3,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
ECT2L,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
ECT2,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EDARADD,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EDA,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EED,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
EFCAB4B,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EFHB,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EFR3A,1,6,265,107,0.186173125,0.010498395,0.678273887,0.675857326,0.701846966,0.009259259,0.977859779,0.142857143,0.009259259,0.017391304
EFTUD1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EGFR,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EGF,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EIF2AK2,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
EIF2S1,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
ELOVL7,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
ELSPBP1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EMC1,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
EME1,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
EML5,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EN1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
ENOX2,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
ENTPD3,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EOGT,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EP300,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
EP400,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
EPB41L4A,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EPB41,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EPHA3,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EPHB1,1,4,267,107,0.185003117,0.0044834,1,0.940216653,0.707124011,0.009259259,0.985239852,0.2,0.009259259,0.017699115
EPHX4,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
EPM2A,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
EPS8,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
ERBB3,1,3,268,107,0.184684121,0.001475902,1,0.688375437,0.709762533,0.009259259,0.988929889,0.25,0.009259259,0.017857143
ERCC4,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
ERCC6L,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
ERI2,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
ERMP1,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
ERVFRD-1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
ERVMER34-1,1,5,266,107,0.185521531,0.007490897,0.67896244,0.848343971,0.704485488,0.009259259,0.981549815,0.166666667,0.009259259,0.01754386
ESCO1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
ETAA1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
ETFB,1,1,270,107,0.18541989,0.004539094,0.489257444,0.91255176,0.715039578,0.009259259,0.996309963,0.5,0.009259259,0.018181818
ETV6,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EXD2,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EXOC1,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EXOC7,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
EXOSC7,1,2,269,107,0.184700833,0.001531596,1,0.648596826,0.712401055,0.009259259,0.992619926,0.333333333,0.009259259,0.018018018
